country code,postal code,place,state,statecode,province_or_county,province_or_countycode,community,communitycode,latitude,longitude,accuracy,Country,Continent,Population province,BBP province
NL,9401,Assen,Drenthe,1,Assen,106,,,529.938,65.623,6,Netherlands,Europe,494.760,15.584
NL,9402,Assen,Drenthe,1,Assen,106,,,530.043,65.594,6,Netherlands,Europe,494.760,15.584
NL,9403,Assen,Drenthe,1,Assen,106,,,530.145,65.862,6,Netherlands,Europe,494.760,15.584
NL,9404,Assen,Drenthe,1,Assen,106,,,529.868,65.763,6,Netherlands,Europe,494.760,15.584
NL,9405,Assen,Drenthe,1,Assen,106,,,529.863,65.293,6,Netherlands,Europe,494.760,15.584
NL,9406,Assen,Drenthe,1,Assen,106,,,530.022,65.433,6,Netherlands,Europe,494.760,15.584
NL,9407,Assen,Drenthe,1,Assen,106,,,530.177,65.614,6,Netherlands,Europe,494.760,15.584
NL,9408,Assen,Drenthe,1,Assen,106,,,530.031,65.116,6,Netherlands,Europe,494.760,15.584
NL,9409,Loon,Drenthe,1,Assen,106,,,530.131,66.118,6,Netherlands,Europe,494.760,15.584
NL,9486,Rhee,Drenthe,1,Assen,106,,,530.336,6.571,6,Netherlands,Europe,494.760,15.584
NL,9487,Ter Aard,Drenthe,1,Assen,106,,,530.271,65.446,6,Netherlands,Europe,494.760,15.584
NL,9488,Zeijerveld,Drenthe,1,Assen,106,,,530.336,65.193,6,Netherlands,Europe,494.760,15.584
NL,9489,Zeijerveen,Drenthe,1,Assen,106,,,530.135,6.521,6,Netherlands,Europe,494.760,15.584
NL,9492,Ubbena,Drenthe,1,Assen,106,,,530.494,65.794,6,Netherlands,Europe,494.760,15.584
NL,7741,Coevorden,Drenthe,1,Coevorden,109,,,526.665,67.349,6,Netherlands,Europe,494.760,15.584
NL,7742,Coevorden,Drenthe,1,Coevorden,109,,,526.587,67.543,6,Netherlands,Europe,494.760,15.584
NL,7751,Dalen,Drenthe,1,Coevorden,109,,,526.928,67.573,6,Netherlands,Europe,494.760,15.584
NL,7753,Dalerpeel,Drenthe,1,Coevorden,109,,,526.811,66.613,6,Netherlands,Europe,494.760,15.584
NL,7754,Wachtum,Drenthe,1,Coevorden,109,,,52.725,6.748,6,Netherlands,Europe,494.760,15.584
NL,7755,Dalerveen,Drenthe,1,Coevorden,109,,,52.694,68.086,6,Netherlands,Europe,494.760,15.584
NL,7756,Stieltjeskanaal,Drenthe,1,Coevorden,109,,,526.747,68.123,6,Netherlands,Europe,494.760,15.584
NL,7841,Sleen,Drenthe,1,Coevorden,109,,,527.696,68.016,6,Netherlands,Europe,494.760,15.584
NL,7842,Diphoorn,Drenthe,1,Coevorden,109,,,527.706,68.183,6,Netherlands,Europe,494.760,15.584
NL,7843,Erm,Drenthe,1,Coevorden,109,,,527.484,68.084,6,Netherlands,Europe,494.760,15.584
NL,7845,Holsloot,Drenthe,1,Coevorden,109,,,527.225,68.055,6,Netherlands,Europe,494.760,15.584
NL,7846,Noord-Sleen,Drenthe,1,Coevorden,109,,,527.914,68.021,6,Netherlands,Europe,494.760,15.584
NL,7847,t Haantje,Drenthe,1,Coevorden,109,,,528.143,68.254,6,Netherlands,Europe,494.760,15.584
NL,7848,Schoonoord,Drenthe,1,Coevorden,109,,,528.443,67.566,6,Netherlands,Europe,494.760,15.584
NL,7849,De Kiel,Drenthe,1,Coevorden,109,,,528.625,67.444,6,Netherlands,Europe,494.760,15.584
NL,7851,Zweeloo,Drenthe,1,Coevorden,109,,,527.975,67.328,6,Netherlands,Europe,494.760,15.584
NL,7852,Wezup,Drenthe,1,Coevorden,109,,,528.145,67.187,6,Netherlands,Europe,494.760,15.584
NL,7853,Wezuperbrug,Drenthe,1,Coevorden,109,,,528.406,67.256,6,Netherlands,Europe,494.760,15.584
NL,7854,Aalden,Drenthe,1,Coevorden,109,,,527.935,67.139,6,Netherlands,Europe,494.760,15.584
NL,7855,Meppen,Drenthe,1,Coevorden,109,,,527.822,66.911,6,Netherlands,Europe,494.760,15.584
NL,7856,Benneveld,Drenthe,1,Coevorden,109,,,527.754,67.474,6,Netherlands,Europe,494.760,15.584
NL,7861,Oosterhesselen,Drenthe,1,Coevorden,109,,,527.547,67.221,6,Netherlands,Europe,494.760,15.584
NL,7863,Gees,Drenthe,1,Coevorden,109,,,527.485,66.893,6,Netherlands,Europe,494.760,15.584
NL,7864,Zwinderen,Drenthe,1,Coevorden,109,,,527.235,66.735,6,Netherlands,Europe,494.760,15.584
NL,7917,Geesbrug,Drenthe,1,Coevorden,109,,,527.287,66.277,6,Netherlands,Europe,494.760,15.584
NL,7929,Nieuwlande Coevorden,Drenthe,1,Coevorden,109,,,527.003,66.341,6,Netherlands,Europe,494.760,15.584
NL,7761,Schoonebeek,Drenthe,1,Emmen,114,,,526.646,68.832,6,Netherlands,Europe,494.760,15.584
NL,7764,Zandpol,Drenthe,1,Emmen,114,,,526.939,68.642,6,Netherlands,Europe,494.760,15.584
NL,7765,Weiteveen,Drenthe,1,Emmen,114,,,526.721,69.897,6,Netherlands,Europe,494.760,15.584
NL,7766,Nieuw-Schoonebeek,Drenthe,1,Emmen,114,,,526.476,69.892,6,Netherlands,Europe,494.760,15.584
NL,7811,Emmen,Drenthe,1,Emmen,114,,,527.829,68.955,6,Netherlands,Europe,494.760,15.584
NL,7812,Emmen,Drenthe,1,Emmen,114,,,527.641,68.863,6,Netherlands,Europe,494.760,15.584
NL,7813,Emmen,Drenthe,1,Emmen,114,,,527.565,68.656,6,Netherlands,Europe,494.760,15.584
NL,7814,Emmen,Drenthe,1,Emmen,114,,,528.013,68.984,,Netherlands,Europe,494.760,15.584
NL,7815,Emmen,Drenthe,1,Emmen,114,,,527.981,68.935,6,Netherlands,Europe,494.760,15.584
NL,7821,Emmen,Drenthe,1,Emmen,114,,,527.707,6.912,6,Netherlands,Europe,494.760,15.584
NL,7822,Emmen,Drenthe,1,Emmen,114,,,527.909,69.045,6,Netherlands,Europe,494.760,15.584
NL,7823,Emmen,Drenthe,1,Emmen,114,,,52.792,69.385,6,Netherlands,Europe,494.760,15.584
NL,7824,Emmen,Drenthe,1,Emmen,114,,,527.808,69.298,6,Netherlands,Europe,494.760,15.584
NL,7825,Emmen,Drenthe,1,Emmen,114,,,527.562,69.349,6,Netherlands,Europe,494.760,15.584
NL,7826,Emmen,Drenthe,1,Emmen,114,,,527.714,69.589,6,Netherlands,Europe,494.760,15.584
NL,7827,Emmen,Drenthe,1,Emmen,114,,,527.476,68.901,6,Netherlands,Europe,494.760,15.584
NL,7828,Emmen,Drenthe,1,Emmen,114,,,527.329,69.078,6,Netherlands,Europe,494.760,15.584
NL,7831,Nieuw-Weerdinge,Drenthe,1,Emmen,114,,,528.526,6.98,6,Netherlands,Europe,494.760,15.584
NL,7833,Nieuw-Amsterdam,Drenthe,1,Emmen,114,,,527.124,68.599,6,Netherlands,Europe,494.760,15.584
NL,7844,Veenoord,Drenthe,1,Emmen,114,,,52.711,68.479,6,Netherlands,Europe,494.760,15.584
NL,7881,Emmer-Compascuum,Drenthe,1,Emmen,114,,,528.089,70.344,6,Netherlands,Europe,494.760,15.584
NL,7881,Klazienaveen,Drenthe,1,Emmen,114,,,527.442,70.086,,Netherlands,Europe,494.760,15.584
NL,7884,Barger-Compascuum,Drenthe,1,Emmen,114,,,527.554,70.441,6,Netherlands,Europe,494.760,15.584
NL,7885,Nieuw-Dordrecht,Drenthe,1,Emmen,114,,,527.461,69.636,6,Netherlands,Europe,494.760,15.584
NL,7887,Erica,Drenthe,1,Emmen,114,,,527.117,6.925,6,Netherlands,Europe,494.760,15.584
NL,7889,Klazienaveen-Noord,Drenthe,1,Emmen,114,,,527.664,70.021,6,Netherlands,Europe,494.760,15.584
NL,7891,Klazienaveen,Drenthe,1,Emmen,114,,,527.237,69.883,6,Netherlands,Europe,494.760,15.584
NL,7892,Klazienaveen,Drenthe,1,Emmen,114,,,527.317,69.704,6,Netherlands,Europe,494.760,15.584
NL,7894,Zwartemeer,Drenthe,1,Emmen,114,,,52.719,70.422,6,Netherlands,Europe,494.760,15.584
NL,7895,Roswinkel,Drenthe,1,Emmen,114,,,528.399,7.031,6,Netherlands,Europe,494.760,15.584
NL,7901,Hoogeveen,Drenthe,1,Hoogeveen,118,,,527.262,64.734,6,Netherlands,Europe,494.760,15.584
NL,7902,Hoogeveen,Drenthe,1,Hoogeveen,118,,,527.254,64.833,6,Netherlands,Europe,494.760,15.584
NL,7903,Hoogeveen,Drenthe,1,Hoogeveen,118,,,527.333,65.065,6,Netherlands,Europe,494.760,15.584
NL,7904,Hoogeveen,Drenthe,1,Hoogeveen,118,,,527.242,65.116,6,Netherlands,Europe,494.760,15.584
NL,7905,Hoogeveen,Drenthe,1,Hoogeveen,118,,,527.168,65.018,6,Netherlands,Europe,494.760,15.584
NL,7906,Hoogeveen,Drenthe,1,Hoogeveen,118,,,527.158,64.852,6,Netherlands,Europe,494.760,15.584
NL,7907,Hoogeveen,Drenthe,1,Hoogeveen,118,,,527.165,6.472,6,Netherlands,Europe,494.760,15.584
NL,7908,Hoogeveen,Drenthe,1,Hoogeveen,118,,,52.716,64.488,6,Netherlands,Europe,494.760,15.584
NL,7909,Hoogeveen,Drenthe,1,Hoogeveen,118,,,527.227,64.526,4,Netherlands,Europe,494.760,15.584
NL,7911,Noordscheschut,Drenthe,1,Hoogeveen,118,,,527.279,65.453,6,Netherlands,Europe,494.760,15.584
NL,7911,Nieuweroord,Drenthe,1,Hoogeveen,118,,,527.208,65.696,6,Netherlands,Europe,494.760,15.584
NL,7912,Nieuweroord,Drenthe,1,Hoogeveen,118,,,527.292,65.647,6,Netherlands,Europe,494.760,15.584
NL,7913,Nieuweroord,Drenthe,1,Hoogeveen,118,,,527.171,65.717,6,Netherlands,Europe,494.760,15.584
NL,7913,Hoogeveen,Drenthe,1,Hoogeveen,118,,,527.114,65.175,6,Netherlands,Europe,494.760,15.584
NL,7913,Hollandscheveld,Drenthe,1,Hoogeveen,118,,,527.029,65.407,6,Netherlands,Europe,494.760,15.584
NL,7914,Noordscheschut,Drenthe,1,Hoogeveen,118,,,527.242,65.347,6,Netherlands,Europe,494.760,15.584
NL,7915,Alteveer gem Hoogeveen,Drenthe,1,Hoogeveen,118,,,526.816,6.501,6,Netherlands,Europe,494.760,15.584
NL,7916,Hollandscheveld,Drenthe,1,Hoogeveen,118,,,526.711,65.921,6,Netherlands,Europe,494.760,15.584
NL,7916,Elim,Drenthe,1,Hoogeveen,118,,,526.811,65.772,6,Netherlands,Europe,494.760,15.584
NL,7918,Nieuwlande,Drenthe,1,Hoogeveen,118,,,52.694,66.126,6,Netherlands,Europe,494.760,15.584
NL,7931,Fluitenberg,Drenthe,1,Hoogeveen,118,,,527.401,6.455,6,Netherlands,Europe,494.760,15.584
NL,7933,Pesse,Drenthe,1,Hoogeveen,118,,,527.745,64.562,6,Netherlands,Europe,494.760,15.584
NL,7934,Stuifzand,Drenthe,1,Hoogeveen,118,,,527.518,65.023,6,Netherlands,Europe,494.760,15.584
NL,7936,Tiendeveen,Drenthe,1,Hoogeveen,118,,,527.491,65.438,6,Netherlands,Europe,494.760,15.584
NL,7941,Meppel,Drenthe,1,Meppel,119,,,526.962,6.191,6,Netherlands,Europe,494.760,15.584
NL,7942,Meppel,Drenthe,1,Meppel,119,,,52.705,61.904,6,Netherlands,Europe,494.760,15.584
NL,7943,Meppel,Drenthe,1,Meppel,119,,,526.962,62.188,6,Netherlands,Europe,494.760,15.584
NL,7944,Meppel,Drenthe,1,Meppel,119,,,526.848,61.811,6,Netherlands,Europe,494.760,15.584
NL,7948,Meppel,Drenthe,1,Meppel,119,,,527.189,61.836,6,Netherlands,Europe,494.760,15.584
NL,7948,Nijeveen,Drenthe,1,Meppel,119,,,52.734,61.664,6,Netherlands,Europe,494.760,15.584
NL,7949,Rogat,Drenthe,1,Meppel,119,,,526.878,62.674,6,Netherlands,Europe,494.760,15.584
NL,7965,Broekhuizen,Drenthe,1,Meppel,119,,,526.974,62.623,6,Netherlands,Europe,494.760,15.584
NL,7966,De Schiphorst,Drenthe,1,Meppel,119,,,526.782,62.582,6,Netherlands,Europe,494.760,15.584
NL,9443,Schoonloo,Drenthe,1,Aa en Hunze,1680,,,529.098,67.084,6,Netherlands,Europe,494.760,15.584
NL,9444,Grolloo,Drenthe,1,Aa en Hunze,1680,,,529.341,66.717,6,Netherlands,Europe,494.760,15.584
NL,9445,Vredenheim,Drenthe,1,Aa en Hunze,1680,,,529.463,66.546,6,Netherlands,Europe,494.760,15.584
NL,9446,Amen,Drenthe,1,Aa en Hunze,1680,,,529.413,66.083,6,Netherlands,Europe,494.760,15.584
NL,9447,Papenvoort,Drenthe,1,Aa en Hunze,1680,,,52.946,67.134,6,Netherlands,Europe,494.760,15.584
NL,9448,Marwijksoord,Drenthe,1,Aa en Hunze,1680,,,529.643,66.561,6,Netherlands,Europe,494.760,15.584
NL,9449,Nooitgedacht,Drenthe,1,Aa en Hunze,1680,,,52.967,66.717,6,Netherlands,Europe,494.760,15.584
NL,9451,Rolde,Drenthe,1,Aa en Hunze,1680,,,52.983,66.518,6,Netherlands,Europe,494.760,15.584
NL,9452,Nijlande,Drenthe,1,Aa en Hunze,1680,,,529.738,66.245,6,Netherlands,Europe,494.760,15.584
NL,9453,Eldersloo,Drenthe,1,Aa en Hunze,1680,,,529.643,66.155,6,Netherlands,Europe,494.760,15.584
NL,9454,Ekehaar,Drenthe,1,Aa en Hunze,1680,,,529.528,66.014,6,Netherlands,Europe,494.760,15.584
NL,9455,Geelbroek,Drenthe,1,Aa en Hunze,1680,,,529.512,6.572,6,Netherlands,Europe,494.760,15.584
NL,9456,Eleveld,Drenthe,1,Aa en Hunze,1680,,,529.577,65.829,6,Netherlands,Europe,494.760,15.584
NL,9457,Deurze,Drenthe,1,Aa en Hunze,1680,,,529.829,66.094,6,Netherlands,Europe,494.760,15.584
NL,9458,Balloo,Drenthe,1,Aa en Hunze,1680,,,529.949,66.307,6,Netherlands,Europe,494.760,15.584
NL,9459,Balloërveld,Drenthe,1,Aa en Hunze,1680,,,530.231,6.636,6,Netherlands,Europe,494.760,15.584
NL,9461,Gieten,Drenthe,1,Aa en Hunze,1680,,,530.026,67.666,6,Netherlands,Europe,494.760,15.584
NL,9462,Gasselte,Drenthe,1,Aa en Hunze,1680,,,52.975,67.894,6,Netherlands,Europe,494.760,15.584
NL,9463,Eext,Drenthe,1,Aa en Hunze,1680,,,530.201,67.366,6,Netherlands,Europe,494.760,15.584
NL,9464,Eexterzandvoort,Drenthe,1,Aa en Hunze,1680,,,530.343,67.846,6,Netherlands,Europe,494.760,15.584
NL,9465,Anderen,Drenthe,1,Aa en Hunze,1680,,,529.999,66.859,6,Netherlands,Europe,494.760,15.584
NL,9466,Gasteren,Drenthe,1,Aa en Hunze,1680,,,530.364,66.642,6,Netherlands,Europe,494.760,15.584
NL,9467,Anloo,Drenthe,1,Aa en Hunze,1680,,,530.473,6.704,6,Netherlands,Europe,494.760,15.584
NL,9468,Annen,Drenthe,1,Aa en Hunze,1680,,,530.575,67.197,6,Netherlands,Europe,494.760,15.584
NL,9469,Schipborg,Drenthe,1,Aa en Hunze,1680,,,530.732,66.715,6,Netherlands,Europe,494.760,15.584
NL,9511,Gieterveen,Drenthe,1,Aa en Hunze,1680,,,530.251,6.838,6,Netherlands,Europe,494.760,15.584
NL,9512,Nieuwediep,Drenthe,1,Aa en Hunze,1680,,,530.488,68.443,6,Netherlands,Europe,494.760,15.584
NL,9514,Gasselternijveen,Drenthe,1,Aa en Hunze,1680,,,529.872,68.505,6,Netherlands,Europe,494.760,15.584
NL,9515,Gasselternijveenschemond,Drenthe,1,Aa en Hunze,1680,,,529.972,69.069,6,Netherlands,Europe,494.760,15.584
NL,9515,Gasselternijveen,Drenthe,1,Aa en Hunze,1680,,,529.872,68.719,6,Netherlands,Europe,494.760,15.584
NL,9654,Annerveenschekanaal,Drenthe,1,Aa en Hunze,1680,,,530.788,68.002,6,Netherlands,Europe,494.760,15.584
NL,9655,Oud Annerveen,Drenthe,1,Aa en Hunze,1680,,,53.087,67.634,6,Netherlands,Europe,494.760,15.584
NL,9656,Spijkerboor,Drenthe,1,Aa en Hunze,1680,,,530.774,67.658,6,Netherlands,Europe,494.760,15.584
NL,9657,Nieuw Annerveen,Drenthe,1,Aa en Hunze,1680,,,530.701,67.736,6,Netherlands,Europe,494.760,15.584
NL,9658,Eexterveen,Drenthe,1,Aa en Hunze,1680,,,530.522,68.035,6,Netherlands,Europe,494.760,15.584
NL,9659,Eexterveenschekanaal,Drenthe,1,Aa en Hunze,1680,,,530.582,68.328,6,Netherlands,Europe,494.760,15.584
NL,7858,Eeserveen,Drenthe,1,Borger-Odoorn,1681,,,528.733,67.692,4,Netherlands,Europe,494.760,15.584
NL,7859,Eeserveen,Drenthe,1,Borger-Odoorn,1681,,,528.697,67.749,6,Netherlands,Europe,494.760,15.584
NL,7871,Klijndijk,Drenthe,1,Borger-Odoorn,1681,,,528.319,6.858,6,Netherlands,Europe,494.760,15.584
NL,7872,Valthe,Drenthe,1,Borger-Odoorn,1681,,,528.454,68.923,6,Netherlands,Europe,494.760,15.584
NL,7873,Odoorn,Drenthe,1,Borger-Odoorn,1681,,,528.495,68.512,6,Netherlands,Europe,494.760,15.584
NL,7874,Odoornerveen,Drenthe,1,Borger-Odoorn,1681,,,52.842,67.945,6,Netherlands,Europe,494.760,15.584
NL,7875,Exloo,Drenthe,1,Borger-Odoorn,1681,,,528.771,68.678,6,Netherlands,Europe,494.760,15.584
NL,7876,Valthermond,Drenthe,1,Borger-Odoorn,1681,,,528.813,69.603,6,Netherlands,Europe,494.760,15.584
NL,7877,2e Valthermond,Drenthe,1,Borger-Odoorn,1681,,,528.884,70.167,6,Netherlands,Europe,494.760,15.584
NL,9521,Nieuw-Buinen,Drenthe,1,Borger-Odoorn,1681,,,529.644,69.433,6,Netherlands,Europe,494.760,15.584
NL,9523,Drouwenermond,Drenthe,1,Borger-Odoorn,1681,,,529.809,69.114,6,Netherlands,Europe,494.760,15.584
NL,9524,Buinerveen,Drenthe,1,Borger-Odoorn,1681,,,529.351,68.808,6,Netherlands,Europe,494.760,15.584
NL,9525,Drouwenerveen,Drenthe,1,Borger-Odoorn,1681,,,52.967,68.562,6,Netherlands,Europe,494.760,15.584
NL,9526,Bronnegerveen,Drenthe,1,Borger-Odoorn,1681,,,52.956,6.834,6,Netherlands,Europe,494.760,15.584
NL,9527,Bronneger,Drenthe,1,Borger-Odoorn,1681,,,529.476,68.177,6,Netherlands,Europe,494.760,15.584
NL,9528,Buinen,Drenthe,1,Borger-Odoorn,1681,,,529.317,68.359,6,Netherlands,Europe,494.760,15.584
NL,9531,Borger,Drenthe,1,Borger-Odoorn,1681,,,52.923,67.917,6,Netherlands,Europe,494.760,15.584
NL,9533,Drouwen,Drenthe,1,Borger-Odoorn,1681,,,529.539,67.908,6,Netherlands,Europe,494.760,15.584
NL,9534,Westdorp,Drenthe,1,Borger-Odoorn,1681,,,529.061,67.618,6,Netherlands,Europe,494.760,15.584
NL,9535,Ellertshaar,Drenthe,1,Borger-Odoorn,1681,,,528.948,67.378,6,Netherlands,Europe,494.760,15.584
NL,9536,Ees,Drenthe,1,Borger-Odoorn,1681,,,529.083,68.136,6,Netherlands,Europe,494.760,15.584
NL,9537,Eesergroen,Drenthe,1,Borger-Odoorn,1681,,,528.905,6.783,6,Netherlands,Europe,494.760,15.584
NL,9564,Zandberg,Drenthe,1,Borger-Odoorn,1681,,,529.179,70.291,6,Netherlands,Europe,494.760,15.584
NL,9571,2e Exloërmond,Drenthe,1,Borger-Odoorn,1681,,,529.073,69.353,6,Netherlands,Europe,494.760,15.584
NL,9573,1e Exloërmond,Drenthe,1,Borger-Odoorn,1681,,,529.339,69.487,6,Netherlands,Europe,494.760,15.584
NL,9574,Exloërveen,Drenthe,1,Borger-Odoorn,1681,,,529.027,69.013,6,Netherlands,Europe,494.760,15.584
NL,7705,Drogteropslagen,Drenthe,1,De Wolden,1690,,,52.622,6.499,6,Netherlands,Europe,494.760,15.584
NL,7921,Zuidwolde,Drenthe,1,De Wolden,1690,,,526.706,64.268,6,Netherlands,Europe,494.760,15.584
NL,7924,Veeningen,Drenthe,1,De Wolden,1690,,,526.636,63.759,6,Netherlands,Europe,494.760,15.584
NL,7925,Linde,Drenthe,1,De Wolden,1690,,,526.356,64.634,6,Netherlands,Europe,494.760,15.584
NL,7926,Kerkenveld,Drenthe,1,De Wolden,1690,,,52.666,65.004,6,Netherlands,Europe,494.760,15.584
NL,7927,Alteveer,Drenthe,1,De Wolden,1690,,,526.776,64.848,6,Netherlands,Europe,494.760,15.584
NL,7932,Echten,Drenthe,1,De Wolden,1690,,,527.074,63.841,6,Netherlands,Europe,494.760,15.584
NL,7935,Eursinge,Drenthe,1,De Wolden,1690,,,527.773,64.411,6,Netherlands,Europe,494.760,15.584
NL,7957,de Wijk,Drenthe,1,De Wolden,1690,,,52.673,62.923,6,Netherlands,Europe,494.760,15.584
NL,7958,Koekange,Drenthe,1,De Wolden,1690,,,527.034,63.243,6,Netherlands,Europe,494.760,15.584
NL,7961,Ruinerwold,Drenthe,1,De Wolden,1690,,,527.256,62.585,6,Netherlands,Europe,494.760,15.584
NL,7963,Ruinen,Drenthe,1,De Wolden,1690,,,527.615,63.612,6,Netherlands,Europe,494.760,15.584
NL,7964,Ansen,Drenthe,1,De Wolden,1690,,,527.829,63.332,6,Netherlands,Europe,494.760,15.584
NL,9301,Roden,Drenthe,1,Noordenveld,1699,,,53.138,64.224,6,Netherlands,Europe,494.760,15.584
NL,9302,Roden,Drenthe,1,Noordenveld,1699,,,531.331,64.036,6,Netherlands,Europe,494.760,15.584
NL,9304,Lieveren,Drenthe,1,Noordenveld,1699,,,531.147,64.581,6,Netherlands,Europe,494.760,15.584
NL,9305,Roderesch,Drenthe,1,Noordenveld,1699,,,531.143,64.213,6,Netherlands,Europe,494.760,15.584
NL,9306,Alteveer,Drenthe,1,Noordenveld,1699,,,531.124,64.316,6,Netherlands,Europe,494.760,15.584
NL,9307,Steenbergen,Drenthe,1,Noordenveld,1699,,,53.1,6.403,6,Netherlands,Europe,494.760,15.584
NL,9311,Nieuw-Roden,Drenthe,1,Noordenveld,1699,,,531.304,6.395,6,Netherlands,Europe,494.760,15.584
NL,9312,Nietap,Drenthe,1,Noordenveld,1699,,,531.584,63.974,6,Netherlands,Europe,494.760,15.584
NL,9313,Leutingewolde,Drenthe,1,Noordenveld,1699,,,531.545,6.428,6,Netherlands,Europe,494.760,15.584
NL,9314,Foxwolde,Drenthe,1,Noordenveld,1699,,,53.156,64.532,6,Netherlands,Europe,494.760,15.584
NL,9315,Roderwolde,Drenthe,1,Noordenveld,1699,,,531.698,64.689,6,Netherlands,Europe,494.760,15.584
NL,9321,Peize,Drenthe,1,Noordenveld,1699,,,531.459,64.965,6,Netherlands,Europe,494.760,15.584
NL,9331,Norg,Drenthe,1,Noordenveld,1699,,,530.691,6.457,6,Netherlands,Europe,494.760,15.584
NL,9333,Langelo,Drenthe,1,Noordenveld,1699,,,53.093,6.444,6,Netherlands,Europe,494.760,15.584
NL,9334,Peest,Drenthe,1,Noordenveld,1699,,,530.587,64.973,6,Netherlands,Europe,494.760,15.584
NL,9335,Zuidvelde,Drenthe,1,Noordenveld,1699,,,530.395,64.612,6,Netherlands,Europe,494.760,15.584
NL,9336,Huis ter Heide,Drenthe,1,Noordenveld,1699,,,53.017,64.797,6,Netherlands,Europe,494.760,15.584
NL,9337,Westervelde,Drenthe,1,Noordenveld,1699,,,53.054,64.395,6,Netherlands,Europe,494.760,15.584
NL,9341,Veenhuizen,Drenthe,1,Noordenveld,1699,,,530.341,63.983,6,Netherlands,Europe,494.760,15.584
NL,9342,Een,Drenthe,1,Noordenveld,1699,,,530.853,63.811,6,Netherlands,Europe,494.760,15.584
NL,9343,Een-West,Drenthe,1,Noordenveld,1699,,,530.829,63.341,6,Netherlands,Europe,494.760,15.584
NL,9351,Nietap,Drenthe,1,Noordenveld,1699,,,531.542,63.845,6,Netherlands,Europe,494.760,15.584
NL,9354,Nieuw-Roden,Drenthe,1,Noordenveld,1699,,,531.165,63.653,6,Netherlands,Europe,494.760,15.584
NL,9749,Matsloot,Drenthe,1,Noordenveld,1699,,,531.938,64.505,6,Netherlands,Europe,494.760,15.584
NL,7933,Pesse,Drenthe,1,Westerveld,1701,,,527.883,64.353,4,Netherlands,Europe,494.760,15.584
NL,7963,Ruinen,Drenthe,1,Westerveld,1701,,,527.831,63.641,6,Netherlands,Europe,494.760,15.584
NL,7964,Ansen,Drenthe,1,Westerveld,1701,,,52.789,63.564,6,Netherlands,Europe,494.760,15.584
NL,7971,Havelte,Drenthe,1,Westerveld,1701,,,527.741,62.372,6,Netherlands,Europe,494.760,15.584
NL,7973,Darp,Drenthe,1,Westerveld,1701,,,527.746,6.205,6,Netherlands,Europe,494.760,15.584
NL,7974,Havelterberg,Drenthe,1,Westerveld,1701,,,527.747,61.841,6,Netherlands,Europe,494.760,15.584
NL,7975,Uffelte,Drenthe,1,Westerveld,1701,,,527.901,62.811,6,Netherlands,Europe,494.760,15.584
NL,7981,Diever,Drenthe,1,Westerveld,1701,,,528.571,63.191,6,Netherlands,Europe,494.760,15.584
NL,7983,Wapse,Drenthe,1,Westerveld,1701,,,528.581,6.264,6,Netherlands,Europe,494.760,15.584
NL,7984,Dieverbrug,Drenthe,1,Westerveld,1701,,,528.473,63.374,6,Netherlands,Europe,494.760,15.584
NL,7985,Geeuwenbrug,Drenthe,1,Westerveld,1701,,,528.737,63.669,6,Netherlands,Europe,494.760,15.584
NL,7986,Wittelte,Drenthe,1,Westerveld,1701,,,528.305,6.297,6,Netherlands,Europe,494.760,15.584
NL,7991,Dwingeloo,Drenthe,1,Westerveld,1701,,,528.372,63.745,6,Netherlands,Europe,494.760,15.584
NL,8351,Wapserveen,Drenthe,1,Westerveld,1701,,,528.237,62.205,6,Netherlands,Europe,494.760,15.584
NL,8381,Vledder,Drenthe,1,Westerveld,1701,,,528.556,62.076,6,Netherlands,Europe,494.760,15.584
NL,8382,Frederiksoord,Drenthe,1,Westerveld,1701,,,528.454,61.835,6,Netherlands,Europe,494.760,15.584
NL,8383,Nijensleek,Drenthe,1,Westerveld,1701,,,528.388,6.165,6,Netherlands,Europe,494.760,15.584
NL,8384,Wilhelminaoord,Drenthe,1,Westerveld,1701,,,528.573,61.619,6,Netherlands,Europe,494.760,15.584
NL,8385,Vledderveen,Drenthe,1,Westerveld,1701,,,528.755,61.872,6,Netherlands,Europe,494.760,15.584
NL,8386,Doldersum,Drenthe,1,Westerveld,1701,,,528.883,62.526,6,Netherlands,Europe,494.760,15.584
NL,8387,Boschoord,Drenthe,1,Westerveld,1701,,,528.923,62.195,6,Netherlands,Europe,494.760,15.584
NL,8437,Zorgvlied,Drenthe,1,Westerveld,1701,,,529.208,62.537,6,Netherlands,Europe,494.760,15.584
NL,8438,Wateren,Drenthe,1,Westerveld,1701,,,529.164,62.726,6,Netherlands,Europe,494.760,15.584
NL,8439,Oude Willem,Drenthe,1,Westerveld,1701,,,528.932,63.112,6,Netherlands,Europe,494.760,15.584
NL,9417,Spier,Drenthe,1,Westerveld,1701,,,528.178,64.592,6,Netherlands,Europe,494.760,15.584
NL,9423,Hoogersmilde,Drenthe,1,Westerveld,1701,,,529.098,63.685,6,Netherlands,Europe,494.760,15.584
NL,9471,Zuidlaren,Drenthe,1,Tynaarlo,1730,,,53.092,66.749,6,Netherlands,Europe,494.760,15.584
NL,9472,Zuidlaren,Drenthe,1,Tynaarlo,1730,,,530.776,66.959,6,Netherlands,Europe,494.760,15.584
NL,9473,De Groeve,Drenthe,1,Tynaarlo,1730,,,531.141,67.164,6,Netherlands,Europe,494.760,15.584
